"ID","Meal.Plan.Description","Term.Session.Description","Room.Location.Description","Price.Year"
760697749,"50 Meal Blocks","Fall 2024","University Village",656
870977049,"50 Meal Blocks","Fall 2024","Off Campus",656
840177182,"Campanile","Fall 2024","Frederiksen Court",3928
830277281,"Cardinal","Fall 2024","Willow Hall",5108
870357355,"Campanile","Fall 2024","Frederiksen Court",3928
800187484,"Cardinal","Fall 2024","Buchanan Hall",5108
880937774,"Campanile","Fall 2024","University Village",3928
890707778,"Cardinal","Fall 2024","Friley Hall",5108
820817881,"Campanile","Fall 2024","Frederiksen Court",3928
800887958,"Cardinal","Fall 2024","Eaton Hall",5108
860947990,"Cardinal","Fall 2024","Willow Hall",5108
910947098,"Cardinal","Fall 2024","Frederiksen Court",5108
950377393,"Cardinal","Fall 2024","Friley Hall",5108
940847948,"Campanile","Fall 2024","Off Campus",3928
980927946,"Campanile","Fall 2024","Linden Hall",3928
40008011,"Cardinal","Fall 2024","Frederiksen Court",5108
60518179,"Cardinal","Fall 2024","Maple Hall",5108
20358340,"50 Meal Blocks","Fall 2024","Off Campus",656
80408497,"Cardinal","Fall 2024","Friley Hall",5108
10468549,"Cardinal","Fall 2024","Willow Hall",5108
60688549,"25 Meal Blocks","Fall 2024","Frederiksen Court",336
70858814,"Gold","Fall 2024","Maple Hall",4800
20888959,"Campanile","Fall 2024","Off Campus",3928
110208349,"Cardinal","Fall 2024","Helser Hall",5108
160368380,"50 Meal Blocks","Fall 2024","Off Campus",656
170798785,"Cardinal","Fall 2024","Barton Hall",5108
110498984,"Gold","Fall 2024","Linden Hall",4800
120918910,"Campanile","Fall 2024","University Village",3928
220108205,"50 Meal Blocks","Fall 2024","Frederiksen Court",656
250308343,"Campanile","Fall 2024","Frederiksen Court",3928
250958963,"Gold","Fall 2024","Geoffroy Hall",4800
390068022,"Cardinal","Fall 2024","Linden Hall",5108
300048147,"Campanile","Fall 2024","University Village",3928
320328300,"Cardinal","Fall 2024","Eaton Hall",5108
380518547,"Cardinal","Fall 2024","Friley Hall",5108
370778713,"Cardinal","Fall 2024","Friley Hall",5108
300748847,"Cardinal","Fall 2024","Willow Hall",5108
320858935,"25 Meal Blocks","Fall 2024","Frederiksen Court",336
450948008,"Gold","Fall 2024","Welch Hall",4800
450058052,"100 Meal Blocks","Fall 2024","Off Campus",1287
480158125,"Gold","Fall 2024","Eaton Hall",4800
410248308,"100 Meal Blocks","Fall 2024","Off Campus",1287
470638695,"Campanile","Fall 2024","Frederiksen Court",3928
410888948,"Cardinal","Fall 2024","Friley Hall",5108
510088158,"Cardinal","Fall 2024","Buchanan Hall",5108
570108145,"Cardinal","Fall 2024","Geoffroy Hall",5108
560198218,"Campanile","Fall 2024","University Village",3928
500228353,"Cardinal","Fall 2024","Friley Hall",5108
590698611,"Cardinal","Fall 2024","Buchanan Hall",5108
590748777,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
670268223,"Campanile","Fall 2024","Off Campus",3928
600978468,"50 Meal Blocks","Fall 2024","Off Campus",656
620798819,"Cardinal","Fall 2024","Elm Hall",5108
600818998,"Gold","Fall 2024","Off Campus",4800
750008002,"Cardinal","Fall 2024","Helser Hall",5108
740208201,"Gold","Fall 2024","Off Campus",4800
740108217,"Gold","Fall 2024","Buchanan Hall",4800
790278276,"Cardinal","Fall 2024","Maple Hall",5108
720358438,"100 Meal Blocks","Fall 2024","Off Campus",1287
710458524,"25 Meal Blocks","Fall 2024","Off Campus",336
740428527,"100 Meal Blocks","Fall 2024","Off Campus",1287
700558663,"100 Meal Blocks","Fall 2024","Off Campus",1287
710508669,"Cardinal","Fall 2024","Oak Hall",5108
730748604,"Cardinal","Fall 2024","Eaton Hall",5108
730128672,"Cardinal","Fall 2024","Barton Hall",5108
840038031,"Cardinal","Fall 2024","Buchanan Hall",5108
840918037,"50 Meal Blocks","Fall 2024","Frederiksen Court",656
860098002,"Cardinal","Fall 2024","Off Campus",5108
850148152,"Cardinal","Fall 2024","Friley Hall",5108
820148208,"50 Meal Blocks","Fall 2024","Off Campus",656
870388304,"50 Meal Blocks","Fall 2024","Frederiksen Court",656
870678592,"Campanile","Fall 2024","Off Campus",3928
830518636,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
810608729,"Cardinal","Fall 2024","Geoffroy Hall",5108
810648900,"Cardinal","Fall 2024","Buchanan Hall",5108
890908977,"Cardinal","Fall 2024","Friley Hall",5108
910018189,"Cardinal","Fall 2024","Friley Hall",5108
910208399,"50 Meal Blocks","Fall 2024","Off Campus",656
40019001,"Cardinal","Fall 2024","Eaton Hall",5108
50029063,"Cardinal","Fall 2024","Maple Hall",5108
30229250,"Cardinal","Fall 2024","Eaton Hall",5108
70279262,"Cardinal","Fall 2024","Welch Hall",5108
50489472,"25 Meal Blocks","Fall 2024","Off Campus",336
50489472,"50 Meal Blocks","Fall 2024","Off Campus",656
50489569,"100 Meal Blocks","Fall 2024","Off Campus",1287
70609634,"Cardinal","Fall 2024","Willow Hall",5108
30729771,"Cardinal","Fall 2024","Maple Hall",5108
90769706,"Cardinal","Fall 2024","Geoffroy Hall",5108
70929933,"Cardinal","Fall 2024","Wallace Hall",5108
140019021,"Cardinal","Fall 2024","Friley Hall",5108
130259290,"Cardinal","Fall 2024","Off Campus",5108
140419472,"Campanile","Fall 2024","Frederiksen Court",3928
150519512,"Cardinal","Fall 2024","Oak Hall",5108
190579515,"Cardinal","Fall 2024","Linden Hall",5108
130679738,"100 Meal Blocks","Fall 2024","Off Campus",1287
180949924,"Cardinal","Fall 2024","Buchanan Hall",5108
260389300,"50 Meal Blocks","Fall 2024","Off Campus",656
290319396,"Gold","Fall 2024","Roberts Hall",4800
380249295,"Cardinal","Fall 2024","Larch Hall",5108
300229387,"100 Meal Blocks","Fall 2024","Off Campus",1287
320419558,"Campanile","Fall 2024","Off Campus",3928
380589523,"Campanile","Fall 2024","Off Campus",3928
440079070,"Cardinal","Fall 2024","Helser Hall",5108
420049124,"25 Meal Blocks","Fall 2024","Off Campus",336
420079199,"Gold","Fall 2024","Martin Hall",4800
470169133,"Cardinal","Fall 2024","Off Campus",5108
490139320,"Cardinal","Fall 2024","Off Campus",5108
460439463,"Cardinal","Fall 2024","Roberts Hall",5108
420529659,"100 Meal Blocks","Fall 2024","Wallace Hall",1287
480879844,"Cardinal","Fall 2024","Friley Hall",5108
490879845,"Cardinal","Fall 2024","Friley Hall",5108
410849907,"Campanile","Fall 2024","Frederiksen Court",3928
410879936,"25 Meal Blocks","Fall 2024","Off Campus",336
480929984,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
500169246,"Cardinal","Fall 2024","Helser Hall",5108
510309423,"Campanile","Fall 2024","Frederiksen Court",3928
550779751,"Cardinal","Fall 2024","Geoffroy Hall",5108
520839974,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
540099921,"Campanile","Fall 2024","Off Campus",3928
630089119,"Cardinal","Fall 2024","Helser Hall",5108
610399298,"50 Meal Blocks","Fall 2024","Frederiksen Court",656
630189279,"Cardinal","Fall 2024","Helser Hall",5108
600409586,"25 Meal Blocks","Fall 2024","Frederiksen Court",336
620419508,"Gold","Fall 2024","Friley Hall",4800
650519562,"Gold","Fall 2024","Birch Hall",4800
670609652,"Campanile","Fall 2024","University Village",3928
680709766,"Cardinal","Fall 2024","Friley Hall",5108
680759781,"Gold","Fall 2024","Birch Hall",4800
720209307,"Cardinal","Fall 2024","Martin Hall",5108
760879392,"Cardinal","Fall 2024","Willow Hall",5108
710349437,"Cardinal","Fall 2024","Off Campus",5108
770719859,"Cardinal","Fall 2024","Helser Hall",5108
840079047,"Cardinal","Fall 2024","Geoffroy Hall",5108
850269271,"Cardinal","Fall 2024","Buchanan Hall",5108
850549520,"Gold","Fall 2024","Freeman Hall",4800
890619617,"Cardinal","Fall 2024","Geoffroy Hall",5108
800789835,"Cardinal","Fall 2024","Friley Hall",5108
830789849,"Campanile","Fall 2024","Geoffroy Hall",3928
870749869,"25 Meal Blocks","Fall 2024","Off Campus",336
950409431,"Campanile","Fall 2024","Frederiksen Court",3928
960419491,"Cardinal","Fall 2024","Martin Hall",5108
970539543,"Cardinal","Fall 2024","Helser Hall",5108
970529594,"Cardinal","Fall 2024","Helser Hall",5108
920609728,"Cardinal","Fall 2024","Helser Hall",5108
21870197,"100 Meal Blocks","Fall 2024","Off Campus",1287
51660313,"Cardinal","Fall 2024","Maple Hall",5108
61280452,"Cardinal","Fall 2024","Helser Hall",5108
31470559,"Cardinal","Fall 2024","Maple Hall",5108
1010715,"Cardinal","Fall 2024","Helser Hall",5108
51870710,"Cardinal","Fall 2024","Off Campus",5108
61240726,"Cardinal","Fall 2024","Geoffroy Hall",5108
71050714,"Cardinal","Fall 2024","Friley Hall",5108
21720898,"Gold","Fall 2024","Geoffroy Hall",4800
71770848,"Campanile","Fall 2024","Willow Hall",3928
101780010,"Cardinal","Fall 2024","Helser Hall",5108
161900023,"Cardinal","Fall 2024","Geoffroy Hall",5108
141050115,"100 Meal Blocks","Fall 2024","Off Campus",1287
141700499,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
191410405,"Gold","Fall 2024","Helser Hall",4800
111420517,"Cardinal","Fall 2024","Friley Hall",5108
131450595,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
191380596,"Cardinal","Fall 2024","Oak Hall",5108
131790899,"Cardinal","Fall 2024","Buchanan Hall",5108
111450944,"Cardinal","Fall 2024","Friley Hall",5108
291580031,"Cardinal","Fall 2024","Friley Hall",5108
251530316,"Cardinal","Fall 2024","Wilson Hall",5108
221660717,"50 Meal Blocks","Fall 2024","Off Campus",656
291880864,"100 Meal Blocks","Fall 2024","Off Campus",1287
201810955,"Cardinal","Fall 2024","Larch Hall",5108
301040033,"Cardinal","Fall 2024","Linden Hall",5108
331480431,"Cardinal","Fall 2024","Buchanan Hall",5108
391100505,"Gold","Fall 2024","Oak Hall",4800
371210612,"Cardinal","Fall 2024","Helser Hall",5108
301940816,"Cardinal","Fall 2024","Geoffroy Hall",5108
391830885,"Gold","Fall 2024","Geoffroy Hall",4800
431910026,"Cardinal","Fall 2024","Larch Hall",5108
401410186,"Cardinal","Fall 2024","Linden Hall",5108
451220136,"Cardinal","Fall 2024","Geoffroy Hall",5108
471070123,"Cardinal","Fall 2024","Geoffroy Hall",5108
441330363,"Cardinal","Fall 2024","Helser Hall",5108
481910474,"Campanile","Fall 2024","Off Campus",3928
471560593,"Cardinal","Fall 2024","Oak Hall",5108
481290690,"Gold","Fall 2024","Geoffroy Hall",4800
551260240,"100 Meal Blocks","Fall 2024","Off Campus",1287
511240377,"Gold","Fall 2024","Eaton Hall",4800
561890306,"Cardinal","Fall 2024","Barton Hall",5108
571380322,"25 Meal Blocks","Fall 2024","Off Campus",336
531350444,"Campanile","Fall 2024","Off Campus",3928
501660781,"Cardinal","Fall 2024","Friley Hall",5108
581780701,"Campanile","Fall 2024","Frederiksen Court",3928
631120258,"Cardinal","Fall 2024","Off Campus",5108
671450282,"Cardinal","Fall 2024","Birch Hall",5108
691230224,"Cardinal","Fall 2024","Eaton Hall",5108
611800530,"Cardinal","Fall 2024","Friley Hall",5108
601500624,"100 Meal Blocks","Fall 2024","University Village",1287
621320942,"Cardinal","Fall 2024","Wilson Hall",5108
641620911,"Cardinal","Fall 2024","Oak Hall",5108
671140966,"Gold","Fall 2024","Buchanan Hall",4800
691970964,"Cardinal","Fall 2024","Buchanan Hall",5108
751760054,"Cardinal","Fall 2024","Friley Hall",5108
791440018,"Campanile","Fall 2024","Linden Hall",3928
761460440,"Cardinal","Fall 2024","Eaton Hall",5108
791680468,"Cardinal","Fall 2024","Wilson Hall",5108
701590624,"Cardinal","Fall 2024","Helser Hall",5108
761610611,"25 Meal Blocks","Fall 2024","Off Campus",336
751740761,"Cardinal","Fall 2024","Friley Hall",5108
731370877,"Cardinal","Fall 2024","Helser Hall",5108
751700839,"Campanile","Fall 2024","Off Campus",3928
771230868,"Cardinal","Fall 2024","Larch Hall",5108
771870862,"Campanile","Fall 2024","Frederiksen Court",3928
811100073,"Campanile","Fall 2024","Off Campus",3928
801040104,"Campanile","Fall 2024","Frederiksen Court",3928
811210332,"Cardinal","Fall 2024","Frederiksen Court",5108
851000395,"Cardinal","Fall 2024","Wilson Hall",5108
891310333,"100 Meal Blocks","Fall 2024","Off Campus",1287
831500607,"Campanile","Fall 2024","Friley Hall",3928
831300772,"Cardinal","Fall 2024","Larch Hall",5108
821320898,"Campanile","Fall 2024","Linden Hall",3928
951910019,"Campanile","Fall 2024","Wilson Hall",3928
981920049,"Cardinal","Fall 2024","Maple Hall",5108
901140215,"Cardinal","Fall 2024","Maple Hall",5108
941690228,"Cardinal","Fall 2024","Willow Hall",5108
941250290,"Cardinal","Fall 2024","Buchanan Hall",5108
981240293,"Campanile","Fall 2024","Frederiksen Court",3928
901320321,"Campanile","Fall 2024","Off Campus",3928
951260386,"Cardinal","Fall 2024","Oak Hall",5108
971480333,"Cardinal","Fall 2024","Wilson Hall",5108
911130789,"Cardinal","Fall 2024","Willow Hall",5108
951680838,"Cardinal","Fall 2024","Wallace Hall",5108
951950970,"Campanile","Fall 2024","Frederiksen Court",3928
21211390,"Cardinal","Fall 2024","Friley Hall",5108
81701321,"Cardinal","Fall 2024","Willow Hall",5108
61761806,"Campanile","Fall 2024","Frederiksen Court",3928
21251998,"Cardinal","Fall 2024","Eaton Hall",5108
161801069,"Cardinal","Fall 2024","Willow Hall",5108
181011091,"Campanile","Fall 2024","Off Campus",3928
111231381,"Cardinal","Fall 2024","Helser Hall",5108
111381425,"Cardinal","Fall 2024","Off Campus",5108
141301489,"Gold","Fall 2024","Freeman Hall",4800
171371445,"Gold","Fall 2024","Larch Hall",4800
191761515,"Cardinal","Fall 2024","Buchanan Hall",5108
131571607,"100 Meal Blocks","Fall 2024","Off Campus",1287
151581619,"Cardinal","Fall 2024","Helser Hall",5108
111831709,"Cardinal","Fall 2024","Helser Hall",5108
181751728,"Cardinal","Fall 2024","Helser Hall",5108
101881920,"100 Meal Blocks","Fall 2024","Off Campus",1287
131801908,"100 Meal Blocks","Fall 2024","Off Campus",1287
201631067,"Cardinal","Fall 2024","Helser Hall",5108
251981107,"Cardinal","Fall 2024","Buchanan Hall",5108
221391484,"Gold","Fall 2024","Friley Hall",4800
201471514,"Cardinal","Fall 2024","Geoffroy Hall",5108
231431578,"100 Meal Blocks","Fall 2024","Wallace Hall",1287
261521592,"Cardinal","Fall 2024","Elm Hall",5108
251421742,"Cardinal","Fall 2024","Friley Hall",5108
341621749,"Cardinal","Fall 2024","Eaton Hall",5108
361661766,"25 Meal Blocks","Fall 2024","Off Campus",336
371651727,"Cardinal","Fall 2024","Linden Hall",5108
331001856,"Cardinal","Fall 2024","Martin Hall",5108
331791857,"Cardinal","Fall 2024","Frederiksen Court",5108
431051136,"Campanile","Fall 2024","Off Campus",3928
451511136,"Gold","Fall 2024","Willow Hall",4800
401171250,"Campanile","Fall 2024","Off Campus",3928
401111291,"Cardinal","Fall 2024","Willow Hall",5108
421161236,"Cardinal","Fall 2024","Larch Hall",5108
431141278,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
481281241,"100 Meal Blocks","Fall 2024","Off Campus",1287
491611653,"Cardinal","Fall 2024","Martin Hall",5108
421691755,"100 Meal Blocks","Fall 2024","Off Campus",1287
401861913,"Cardinal","Fall 2024","Geoffroy Hall",5108
401581929,"50 Meal Blocks","Fall 2024","Off Campus",656
431891946,"Cardinal","Fall 2024","Helser Hall",5108
461931926,"Gold","Fall 2024","Maple Hall",4800
481961932,"Gold","Fall 2024","Friley Hall",4800
481801989,"25 Meal Blocks","Fall 2024","Off Campus",336
571111152,"25 Meal Blocks","Fall 2024","Off Campus",336
511151299,"Cardinal","Fall 2024","Friley Hall",5108
561391320,"50 Meal Blocks","Fall 2024","University Village",656
571381351,"Cardinal","Fall 2024","Geoffroy Hall",5108
571751434,"Cardinal","Fall 2024","Wilson Hall",5108
591541513,"Cardinal","Fall 2024","Geoffroy Hall",5108
511861670,"Cardinal","Fall 2024","Wilson Hall",5108
551701639,"Cardinal","Fall 2024","Willow Hall",5108
581611622,"Cardinal","Fall 2024","Buchanan Hall",5108
591701774,"Cardinal","Fall 2024","Willow Hall",5108
511831915,"Cardinal","Fall 2024","Wilson Hall",5108
521831956,"Gold","Fall 2024","Buchanan Hall",4800
621901047,"Campanile","Fall 2024","Friley Hall",3928
691641016,"Cardinal","Fall 2024","Wallace Hall",5108
661111180,"25 Meal Blocks","Fall 2024","Frederiksen Court",336
641331272,"25 Meal Blocks","Fall 2024","Frederiksen Court",336
601261354,"Gold","Fall 2024","Larch Hall",4800
661411400,"Cardinal","Fall 2024","Maple Hall",5108
631551521,"Cardinal","Fall 2024","Larch Hall",5108
641461518,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
641401578,"25 Meal Blocks","Fall 2024","Off Campus",336
651171582,"Cardinal","Fall 2024","Roberts Hall",5108
641551647,"Cardinal","Fall 2024","Friley Hall",5108
671401682,"Gold","Fall 2024","Maple Hall",4800
641691723,"Campanile","Fall 2024","Off Campus",3928
641671787,"100 Meal Blocks","Fall 2024","Off Campus",1287
621911868,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
611531945,"Cardinal","Fall 2024","Geoffroy Hall",5108
671971921,"Campanile","Fall 2024","Barton Hall",3928
681771910,"Cardinal","Fall 2024","Wilson Hall",5108
691151903,"Cardinal","Fall 2024","Buchanan Hall",5108
711141001,"Cardinal","Fall 2024","Larch Hall",5108
711971000,"Cardinal","Fall 2024","Linden Hall",5108
781021022,"Campanile","Fall 2024","Off Campus",3928
711161225,"Cardinal","Fall 2024","Martin Hall",5108
751161275,"Gold","Fall 2024","Frederiksen Court",4800
731921334,"Cardinal","Fall 2024","Elm Hall",5108
741111398,"Cardinal","Fall 2024","Helser Hall",5108
731471472,"Gold","Fall 2024","Friley Hall",4800
751621456,"Cardinal","Fall 2024","Friley Hall",5108
751541571,"Cardinal","Fall 2024","Willow Hall",5108
781511521,"Cardinal","Fall 2024","Friley Hall",5108
741431767,"Cardinal","Fall 2024","Helser Hall",5108
771721700,"25 Meal Blocks","Fall 2024","Off Campus",336
701371885,"Cardinal","Fall 2024","Birch Hall",5108
741731899,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
751791899,"Cardinal","Fall 2024","Buchanan Hall",5108
771451866,"Cardinal","Fall 2024","Friley Hall",5108
851101160,"Cardinal","Fall 2024","Buchanan Hall",5108
831241326,"Cardinal","Fall 2024","Willow Hall",5108
831221327,"Cardinal","Fall 2024","Friley Hall",5108
811361435,"Gold","Fall 2024","Geoffroy Hall",4800
851671789,"Campanile","Fall 2024","Frederiksen Court",3928
801371912,"50 Meal Blocks","Fall 2024","Off Campus",656
851831995,"Cardinal","Fall 2024","Off Campus",5108
891981993,"Cardinal","Fall 2024","Helser Hall",5108
931961067,"Campanile","Fall 2024","Off Campus",3928
941311095,"Cardinal","Fall 2024","Lyon Hall",5108
971991035,"Cardinal","Fall 2024","Wilson Hall",5108
971021187,"50 Meal Blocks","Fall 2024","Off Campus",656
911331491,"50 Meal Blocks","Fall 2024","Off Campus",656
961381409,"Cardinal","Fall 2024","Larch Hall",5108
921501626,"Cardinal","Fall 2024","Geoffroy Hall",5108
921581666,"Cardinal","Fall 2024","Buchanan Hall",5108
991771713,"Cardinal","Fall 2024","Oak Hall",5108
91042093,"Cardinal","Fall 2024","Helser Hall",5108
11192264,"Cardinal","Fall 2024","Helser Hall",5108
11312462,"Cardinal","Fall 2024","Eaton Hall",5108
21972401,"Cardinal","Fall 2024","Larch Hall",5108
31202411,"Cardinal","Fall 2024","Larch Hall",5108
81302499,"Cardinal","Fall 2024","Willow Hall",5108
21622552,"Cardinal","Fall 2024","Friley Hall",5108
11712792,"Cardinal","Fall 2024","Wilson Hall",5108
41092935,"Cardinal","Fall 2024","Geoffroy Hall",5108
181032062,"25 Meal Blocks","Fall 2024","Off Campus",336
121872140,"Cardinal","Fall 2024","Larch Hall",5108
191712165,"Cardinal","Fall 2024","Lyon Hall",5108
121132214,"Gold","Fall 2024","Helser Hall",4800
161382429,"Cardinal","Fall 2024","Geoffroy Hall",5108
121402582,"Cardinal","Fall 2024","Buchanan Hall",5108
171532571,"Cardinal","Fall 2024","Geoffroy Hall",5108
111532688,"Cardinal","Fall 2024","Frederiksen Court",5108
141252628,"Cardinal","Fall 2024","Oak Hall",5108
